CityId,CityName,District
126,Gdansk,Srodmiescie
127,Gdansk,Strzyza
128,Gdynia,Orlowo
129,Gdynia,Maly Kack
130,Sopot,Brodwino
131,Gdansk,Piecki-Migowo (Morena)
132,Sopot,Kamienny Potok
133,Sopot,Karlikowo
134,Gdansk,Stogi
135,Sopot,Karlikowo
136,Sopot,Kamienny Potok
137,Sopot,Centrum
138,Gdynia,Cisowa
139,Sopot,Kamienny Potok
140,Sopot,Gorny Sopot
141,Sopot,Gorny Sopot
142,Gdynia,Orlowo
143,Gdynia,Oksywie
144,Gdynia,Redlowo
145,Sopot,Gorny Sopot
146,Gdansk,Przymorze Wielkie
147,Sopot,Gorny Sopot
148,Gdynia,Cisowa
149,Sopot,Przylesie
150,Sopot,Kamienny Potok
151,Gdansk,Mlyniska
152,Gdansk,Krakowiec-Gorki Zachodnie
153,Sopot,Kamienny Potok
154,Sopot,Przylesie
155,Sopot,Brodwino
156,Sopot,Karlikowo
157,Sopot,Gorny Sopot
158,Gdansk,Bretowo
159,Gdansk,Nowy Port
160,Sopot,Karlikowo
161,Gdynia,Leszczynki
162,Sopot,Kamienny Potok
163,Gdansk,VII Dwor
164,Sopot,Dolny Sopot
165,Sopot,Przylesie
166,Sopot,Karlikowo
167,Gdansk,Zaspa-Mlyniec
168,Sopot,Centrum
169,Sopot,Dolny Sopot
170,Gdynia,Redlowo
171,Gdynia,Witomino
172,Gdynia,Leszczynki
173,Gdynia,Orlowo
174,Gdynia,Orlowo
175,Gdansk,Aniolki
176,Gdansk,Siedlce
177,Gdansk,Strzyza
178,Gdansk,Orunia-Sw. Wojciech-Lipce
179,Sopot,Karlikowo
180,Gdynia,Grabowek
181,Gdynia,Cisowa
182,Gdansk,Piecki-Migowo (Morena)
183,Gdansk,Rudniki
184,Gdansk,Srodmiescie
185,Sopot,Kamienny Potok
186,Gdansk,Chelm
187,Gdynia,Grabowek
188,Sopot,Przylesie
189,Gdynia,Chwarzno-Wiczlino
190,Gdynia,Chwarzno-Wiczlino
191,Sopot,Centrum
192,Gdansk,Orunia-Sw. Wojciech-Lipce
193,Sopot,Przylesie
194,Gdynia,Maly Kack
195,Gdansk,Piecki-Migowo (Morena)
196,Gdansk,Osowa
197,Gdynia,Chwarzno-Wiczlino
198,Gdansk,Rudniki
199,Sopot,Kamienny Potok
200,Gdynia,Grabowek
201,Gdansk,Rudniki
202,Gdynia,Babie Doly
203,Gdansk,Strzyza
204,Gdynia,Babie Doly
205,Gdansk,Olszynka
206,Gdynia,Srodmiescie
207,Sopot,Centrum
208,Sopot,Brodwino
209,Gdynia,Pustki Cisowskie-Demptowo
210,Gdansk,Zaspa-Rozstaje
211,Gdynia,Orlowo
212,Gdansk,Brzezno
213,Gdansk,Srodmiescie
214,Sopot,Brodwino
215,Gdansk,Stogi
216,Gdansk,Stogi
217,Sopot,Dolny Sopot
218,Gdynia,Obluze
219,Gdansk,Aniolki
220,Gdansk,Jasien
221,Sopot,Gorny Sopot
222,Gdansk,Olszynka
223,Gdansk,Wrzeszcz Gorny
224,Gdynia,Pustki Cisowskie-Demptowo
225,Sopot,Kamienny Potok
226,Sopot,Centrum
227,Gdansk,Wrzeszcz Dolny
228,Gdynia,Redlowo
229,Gdynia,Karwiny
230,Gdansk,Siedlce
231,Sopot,Przylesie
232,Sopot,Centrum
233,Gdansk,Przymorze Male
234,Gdansk,Mlyniska
235,Gdynia,Chwarzno-Wiczlino
236,Gdansk,Olszynka
237,Sopot,Przylesie
238,Gdansk,Przymorze Wielkie
239,Gdansk,Przymorze Male
240,Gdansk,Przymorze Wielkie
241,Sopot,Kamienny Potok
242,Sopot,Centrum
243,Gdansk,Suchanino
244,Sopot,Karlikowo
245,Gdynia,Pogorze
246,Gdansk,Orunia Gorna-Gdansk Poludnie
247,Gdynia,Pustki Cisowskie-Demptowo
248,Sopot,Dolny Sopot
249,Gdansk,Orunia Gorna-Gdansk Poludnie
250,Gdynia,Maly Kack
251,Sopot,Brodwino
252,Sopot,Centrum
253,Gdynia,Srodmiescie
254,Gdansk,Suchanino
255,Sopot,Przylesie
256,Gdynia,Cisowa
257,Sopot,Dolny Sopot
258,Gdansk,Letnica
259,Gdansk,Wrzeszcz Gorny
260,Sopot,Centrum
261,Sopot,Przylesie
262,Gdynia,Witomino
263,Sopot,Brodwino
264,Sopot,Centrum
265,Sopot,Karlikowo
266,Gdynia,Cisowa
267,Sopot,Przylesie
268,Gdynia,Dzialki Lesne
269,Sopot,Dolny Sopot
270,Sopot,Dolny Sopot
271,Sopot,Gorny Sopot
272,Gdynia,Wielki Kack
273,Sopot,Dolny Sopot
274,Gdansk,Rudniki
275,Gdynia,Dzialki Lesne
276,Gdansk,Matarnia
277,Gdynia,Pustki Cisowskie-Demptowo
278,Sopot,Centrum
279,Sopot,Centrum
280,Gdynia,Grabowek
281,Gdansk,Rudniki
282,Sopot,Centrum
283,Gdansk,Przymorze Male
284,Gdynia,Witomino
285,Sopot,Kamienny Potok
286,Sopot,Karlikowo
287,Gdynia,Witomino
288,Sopot,Przylesie
289,Sopot,Gorny Sopot
290,Gdynia,Dzialki Lesne
291,Gdansk,Wrzeszcz Gorny
292,Sopot,Karlikowo
293,Sopot,Gorny Sopot
294,Gdynia,Grabowek
295,Gdynia,Maly Kack
296,Gdynia,Dabrowa
297,Sopot,Centrum
298,Sopot,Gorny Sopot
299,Sopot,Dolny Sopot
300,Gdynia,Pustki Cisowskie-Demptowo
301,Gdynia,Babie Doly
302,Gdynia,Redlowo
303,Gdynia,Wzgorze Sw. Maksymiliana
304,Gdansk,Osowa
305,Gdansk,Srodmiescie
306,Gdansk,Przerobka
307,Sopot,Brodwino
308,Gdansk,Strzyza
309,Gdynia,Babie Doly
310,Sopot,Centrum
311,Gdynia,Dabrowa
312,Sopot,Karlikowo
313,Sopot,Dolny Sopot
314,Sopot,Przylesie
315,Sopot,Gorny Sopot
316,Sopot,Przylesie
317,Gdynia,Karwiny
318,Gdansk,Rudniki
319,Sopot,Gorny Sopot
320,Gdynia,Babie Doly
321,Gdynia,Oksywie
322,Gdansk,Nowy Port
323,Gdynia,Obluze
324,Sopot,Kamienny Potok
325,Gdynia,Orlowo
326,Gdansk,Nowy Port
327,Sopot,Kamienny Potok
328,Gdansk,Osowa
329,Gdynia,Chwarzno-Wiczlino
330,Sopot,Przylesie
331,Gdynia,Cisowa
332,Gdynia,Redlowo
333,Sopot,Karlikowo
334,Gdansk,Krakowiec-Gorki Zachodnie
335,Gdynia,Maly Kack
336,Gdynia,Dabrowa
337,Gdynia,Kamienna Gora
338,Gdynia,Obluze
339,Sopot,Centrum
340,Sopot,Przylesie
341,Gdansk,Wyspa Sobieszewska
342,Gdynia,Wzgorze Sw. Maksymiliana
343,Gdynia,Kamienna Gora
344,Sopot,Karlikowo
345,Sopot,Brodwino
346,Gdansk,Wrzeszcz Dolny
347,Gdansk,Nowy Port
348,Gdansk,Przymorze Wielkie
349,Gdynia,Obluze
350,Gdansk,Osowa
351,Sopot,Karlikowo
352,Gdynia,Redlowo
353,Gdynia,Babie Doly
354,Sopot,Brodwino
355,Gdynia,Karwiny
356,Gdansk,Wrzeszcz Dolny
357,Gdansk,Przymorze Wielkie
358,Gdynia,Maly Kack
359,Gdansk,Aniolki
360,Sopot,Karlikowo
361,Gdynia,Chwarzno-Wiczlino
362,Gdynia,Leszczynki
363,Gdansk,Osowa
364,Gdansk,Jasien
365,Sopot,Przylesie
366,Gdansk,Mlyniska
367,Gdynia,Pogorze
368,Sopot,Centrum
369,Gdynia,Chwarzno-Wiczlino
370,Gdynia,Redlowo
371,Gdansk,Bretowo
372,Sopot,Centrum
373,Gdynia,Pustki Cisowskie-Demptowo
374,Gdynia,Dzialki Lesne
375,Gdansk,Matarnia
376,Sopot,Brodwino
377,Sopot,Gorny Sopot
378,Sopot,Przylesie
379,Gdynia,Wzgorze Sw. Maksymiliana
380,Gdynia,Kamienna Gora
381,Gdynia,Babie Doly
382,Sopot,Brodwino
383,Gdynia,Obluze
384,Sopot,Przylesie
385,Gdansk,Stogi
386,Sopot,Kamienny Potok
387,Gdansk,Nowy Port
388,Gdynia,Karwiny
389,Gdansk,Wrzeszcz Dolny
390,Sopot,Brodwino
391,Gdansk,Przerobka
392,Gdynia,Grabowek
393,Sopot,Karlikowo
394,Gdynia,Leszczynki
395,Gdansk,Mlyniska
396,Gdansk,Piecki-Migowo (Morena)
397,Sopot,Karlikowo
398,Sopot,Kamienny Potok
399,Gdansk,Mlyniska
400,Gdansk,Matarnia
401,Gdynia,Kamienna Gora
402,Sopot,Gorny Sopot
403,Sopot,Brodwino
404,Gdansk,Bretowo
405,Sopot,Dolny Sopot
406,Sopot,Brodwino
407,Sopot,Centrum
408,Gdynia,Karwiny
409,Sopot,Przylesie
410,Gdansk,Matarnia
411,Gdansk,Orunia Gorna-Gdansk Poludnie
412,Gdansk,Olszynka
413,Gdynia,Grabowek
414,Gdynia,Pogorze
415,Gdansk,VII Dwor
416,Gdansk,Wyspa Sobieszewska
417,Gdynia,Babie Doly
418,Gdansk,Rudniki
419,Sopot,Karlikowo
420,Sopot,Gorny Sopot
421,Gdansk,Przymorze Wielkie
422,Sopot,Karlikowo
423,Sopot,Brodwino
424,Gdansk,Przymorze Wielkie
425,Gdansk,VII Dwor
426,Gdynia,Chwarzno-Wiczlino
427,Gdynia,Obluze
428,Gdansk,Stogi
429,Sopot,Gorny Sopot
430,Gdansk,Orunia-Sw. Wojciech-Lipce
431,Gdynia,Wielki Kack
432,Gdynia,Pustki Cisowskie-Demptowo
433,Gdynia,Grabowek
434,Gdansk,Aniolki
435,Sopot,Przylesie
436,Sopot,Karlikowo
437,Sopot,Karlikowo
438,Gdansk,Zaspa-Rozstaje
439,Gdansk,Wyspa Sobieszewska
440,Gdansk,Stogi
441,Sopot,Brodwino
442,Gdynia,Karwiny
443,Gdansk,Ujescisko-Lostowice
444,Gdansk,Stogi
445,Gdynia,Wzgorze Sw. Maksymiliana
446,Sopot,Dolny Sopot
447,Sopot,Centrum
448,Sopot,Karlikowo
449,Gdynia,Kamienna Gora
450,Sopot,Dolny Sopot
451,Sopot,Dolny Sopot
452,Gdansk,Zaspa-Mlyniec
453,Gdansk,Brzezno
454,Gdynia,Dabrowa
455,Gdansk,Zaspa-Mlyniec
456,Gdynia,Redlowo
457,Sopot,Brodwino
458,Gdansk,Osowa
459,Gdynia,Leszczynki
460,Gdansk,Suchanino
461,Gdansk,Bretowo
462,Gdynia,Kamienna Gora
463,Gdansk,VII Dwor
464,Sopot,Centrum
465,Sopot,Kamienny Potok
466,Gdansk,Przymorze Wielkie
467,Gdansk,Olszynka
468,Gdynia,Redlowo
469,Sopot,Brodwino
470,Sopot,Centrum
471,Sopot,Gorny Sopot
472,Sopot,Centrum
473,Gdansk,Chelm
474,Gdansk,Stogi
475,Sopot,Kamienny Potok
476,Gdansk,Zaspa-Rozstaje
477,Gdynia,Cisowa
478,Sopot,Przylesie
479,Sopot,Kamienny Potok
480,Sopot,Kamienny Potok
481,Gdynia,Obluze
482,Gdansk,Osowa
483,Sopot,Przylesie
484,Gdynia,Kamienna Gora
485,Sopot,Kamienny Potok
486,Sopot,Gorny Sopot
487,Gdansk,Przymorze Male
488,Sopot,Gorny Sopot
489,Gdansk,Brzezno
490,Gdansk,Osowa
491,Gdynia,Leszczynki
492,Sopot,Kamienny Potok
493,Gdynia,Redlowo
494,Gdansk,Suchanino
495,Gdynia,Obluze
496,Sopot,Karlikowo
497,Gdansk,Nowy Port
498,Gdansk,Letnica
499,Gdynia,Kamienna Gora
500,Gdynia,Redlowo
501,Gdynia,Dabrowa
502,Sopot,Karlikowo
503,Gdynia,Grabowek
504,Sopot,Przylesie
505,Gdynia,Grabowek
506,Gdynia,Wielki Kack
507,Gdynia,Redlowo
508,Sopot,Przylesie
509,Gdansk,Orunia Gorna-Gdansk Poludnie
510,Sopot,Centrum
511,Sopot,Brodwino
512,Gdansk,Wrzeszcz Gorny
513,Gdansk,Krakowiec-Gorki Zachodnie
514,Gdynia,Maly Kack
515,Gdansk,Jasien
516,Sopot,Kamienny Potok
517,Gdynia,Dabrowa
518,Gdansk,Siedlce
519,Sopot,Kamienny Potok
520,Sopot,Gorny Sopot
521,Gdynia,Kamienna Gora
522,Sopot,Kamienny Potok
523,Gdynia,Chwarzno-Wiczlino
524,Gdynia,Dabrowa
525,Gdansk,Osowa
526,Gdynia,Obluze
527,Sopot,Przylesie
528,Gdansk,Zaspa-Mlyniec
529,Gdynia,Maly Kack
530,Gdansk,Suchanino
531,Sopot,Przylesie
532,Gdynia,Cisowa
533,Gdynia,Oksywie
534,Sopot,Gorny Sopot
535,Gdansk,Aniolki
536,Gdansk,Mlyniska
537,Gdansk,Orunia-Sw. Wojciech-Lipce
538,Gdansk,Siedlce
539,Gdansk,Nowy Port
540,Gdansk,Przymorze Wielkie
541,Gdansk,Zaspa-Rozstaje
542,Gdansk,Zaspa-Rozstaje
543,Gdansk,VII Dwor
544,Sopot,Kamienny Potok
545,Sopot,Brodwino
546,Gdansk,Olszynka
547,Gdansk,Srodmiescie
548,Gdynia,Cisowa
549,Gdansk,Ujescisko-Lostowice
550,Gdynia,Dabrowa
551,Sopot,Brodwino
552,Gdansk,Stogi
553,Gdynia,Cisowa
554,Gdansk,Brzezno
555,Sopot,Centrum
556,Gdansk,Mlyniska
557,Sopot,Kamienny Potok
558,Gdynia,Wielki Kack
559,Gdansk,Letnica
560,Sopot,Kamienny Potok
561,Gdynia,Dabrowa
562,Gdansk,Nowy Port
563,Gdynia,Witomino
564,Gdynia,Wzgorze Sw. Maksymiliana
565,Gdansk,Przymorze Wielkie
566,Sopot,Przylesie
567,Gdynia,Kamienna Gora
568,Gdynia,Srodmiescie
569,Gdynia,Karwiny
570,Gdansk,Letnica
571,Gdynia,Babie Doly
572,Gdansk,Aniolki
573,Gdynia,Dzialki Lesne
574,Gdansk,Orunia Gorna-Gdansk Poludnie
575,Gdynia,Grabowek
576,Gdynia,Wzgorze Sw. Maksymiliana
577,Sopot,Kamienny Potok
578,Gdynia,Dabrowa
579,Sopot,Dolny Sopot
580,Sopot,Karlikowo
581,Sopot,Centrum
582,Sopot,Dolny Sopot
583,Sopot,Brodwino
584,Sopot,Gorny Sopot
585,Gdansk,Wrzeszcz Gorny
586,Sopot,Przylesie
587,Sopot,Karlikowo
588,Sopot,Przylesie
589,Gdynia,Maly Kack
590,Sopot,Kamienny Potok
591,Gdynia,Pustki Cisowskie-Demptowo
592,Gdansk,Letnica
593,Sopot,Brodwino
594,Gdansk,Przymorze Male
595,Gdansk,VII Dwor
596,Sopot,Dolny Sopot
597,Gdansk,Stogi
598,Gdynia,Pogorze
599,Sopot,Karlikowo
600,Gdansk,Przerobka
601,Sopot,Karlikowo
602,Gdynia,Obluze
603,Sopot,Gorny Sopot
604,Sopot,Kamienny Potok
605,Gdansk,Wrzeszcz Gorny
606,Gdynia,Leszczynki
607,Gdynia,Babie Doly
608,Gdynia,Dabrowa
609,Gdynia,Srodmiescie
610,Sopot,Karlikowo
611,Gdansk,Zaspa-Rozstaje
612,Gdansk,Chelm
613,Sopot,Centrum
614,Gdansk,Rudniki
615,Gdansk,Orunia-Sw. Wojciech-Lipce
616,Gdansk,Srodmiescie
617,Gdansk,Przymorze Wielkie
618,Gdansk,Siedlce
619,Sopot,Kamienny Potok
620,Sopot,Przylesie
621,Gdynia,Babie Doly
622,Sopot,Gorny Sopot
623,Gdynia,Cisowa
624,Gdynia,Chwarzno-Wiczlino
625,Gdansk,Krakowiec-Gorki Zachodnie
626,Gdansk,VII Dwor
627,Gdansk,Stogi
628,Gdansk,Krakowiec-Gorki Zachodnie
629,Gdynia,Pustki Cisowskie-Demptowo
630,Sopot,Karlikowo
631,Gdynia,Cisowa
632,Gdansk,VII Dwor
633,Sopot,Gorny Sopot
634,Gdansk,Siedlce
635,Sopot,Kamienny Potok
636,Gdynia,Srodmiescie
637,Gdynia,Grabowek
638,Sopot,Centrum
639,Gdynia,Pogorze
640,Gdynia,Oksywie
641,Gdansk,Brzezno
642,Gdynia,Pustki Cisowskie-Demptowo
643,Gdansk,Brzezno
644,Gdynia,Pustki Cisowskie-Demptowo
645,Sopot,Centrum
646,Sopot,Centrum
647,Gdansk,Przymorze Wielkie
648,Gdynia,Witomino
649,Gdansk,Strzyza
650,Gdansk,Orunia-Sw. Wojciech-Lipce
651,Sopot,Przylesie
652,Gdansk,Wrzeszcz Gorny
653,Gdynia,Cisowa
654,Gdynia,Obluze
655,Gdynia,Maly Kack
656,Gdynia,Oksywie
657,Gdynia,Orlowo
658,Gdynia,Witomino
659,Sopot,Przylesie
660,Gdansk,Chelm
661,Sopot,Gorny Sopot
662,Sopot,Dolny Sopot
663,Gdansk,Bretowo
664,Gdynia,Srodmiescie
665,Sopot,Dolny Sopot
666,Gdynia,Kamienna Gora
667,Gdansk,Stogi
668,Gdynia,Karwiny
669,Gdynia,Redlowo
670,Sopot,Gorny Sopot
671,Sopot,Dolny Sopot
672,Gdynia,Wzgorze Sw. Maksymiliana
673,Gdansk,Wrzeszcz Gorny
674,Sopot,Gorny Sopot
675,Sopot,Brodwino
676,Sopot,Gorny Sopot
677,Gdansk,Nowy Port
678,Sopot,Gorny Sopot
679,Gdansk,Mlyniska
680,Sopot,Centrum
681,Sopot,Centrum
682,Sopot,Przylesie
683,Gdansk,Orunia-Sw. Wojciech-Lipce
684,Sopot,Brodwino
685,Gdynia,Kamienna Gora
686,Sopot,Centrum
687,Gdynia,Leszczynki
688,Sopot,Kamienny Potok
689,Gdynia,Dzialki Lesne
690,Sopot,Karlikowo
691,Gdynia,Maly Kack
692,Gdynia,Dabrowa
693,Gdynia,Dabrowa
694,Sopot,Gorny Sopot
695,Sopot,Kamienny Potok
696,Gdynia,Babie Doly
697,Sopot,Gorny Sopot
698,Gdansk,Bretowo
699,Gdansk,Przymorze Wielkie
700,Gdynia,Oksywie
701,Gdansk,Nowy Port
702,Gdansk,Bretowo
703,Sopot,Brodwino
704,Sopot,Brodwino
705,Gdynia,Orlowo
706,Gdynia,Oksywie
707,Gdynia,Wielki Kack
708,Gdynia,Karwiny
709,Sopot,Kamienny Potok
710,Gdansk,Nowy Port
711,Sopot,Gorny Sopot
712,Sopot,Karlikowo
713,Gdynia,Chwarzno-Wiczlino
714,Gdansk,Zaspa-Mlyniec
715,Gdansk,Aniolki
716,Gdynia,Obluze
717,Gdansk,Orunia-Sw. Wojciech-Lipce
718,Sopot,Kamienny Potok
719,Gdansk,Letnica
720,Sopot,Karlikowo
721,Gdynia,Grabowek
722,Gdansk,Zaspa-Rozstaje
723,Gdynia,Witomino
724,Sopot,Centrum
725,Gdynia,Chwarzno-Wiczlino
726,Gdynia,Kamienna Gora
727,Gdynia,Wielki Kack
728,Gdynia,Dabrowa
729,Gdansk,Mlyniska
730,Gdynia,Dabrowa
731,Gdynia,Babie Doly
732,Gdansk,Brzezno
733,Gdansk,Stogi
734,Gdynia,Srodmiescie
735,Sopot,Centrum
736,Gdansk,Przymorze Male
737,Sopot,Brodwino
738,Gdansk,Osowa
739,Sopot,Karlikowo
740,Sopot,Karlikowo
741,Gdansk,Olszynka
742,Sopot,Karlikowo
743,Gdansk,Bretowo
744,Gdynia,Leszczynki
745,Gdynia,Witomino
746,Gdynia,Leszczynki
747,Gdansk,VII Dwor
748,Gdansk,Orunia-Sw. Wojciech-Lipce
749,Gdansk,Przerobka
750,Gdansk,Strzyza
751,Sopot,Dolny Sopot
752,Gdansk,Letnica
753,Gdynia,Leszczynki
754,Sopot,Centrum
755,Sopot,Przylesie
756,Sopot,Kamienny Potok
757,Sopot,Kamienny Potok
758,Gdynia,Karwiny
759,Gdansk,Olszynka
760,Sopot,Brodwino
761,Gdynia,Obluze
762,Gdansk,Piecki-Migowo (Morena)
763,Gdynia,Obluze
764,Gdynia,Chwarzno-Wiczlino
765,Gdansk,Chelm
766,Sopot,Dolny Sopot
767,Gdynia,Oksywie
768,Gdansk,Rudniki
769,Sopot,Dolny Sopot
770,Gdynia,Wzgorze Sw. Maksymiliana
771,Gdynia,Kamienna Gora
772,Sopot,Karlikowo
773,Gdynia,Cisowa
774,Gdansk,Aniolki
775,Gdynia,Oksywie
776,Gdynia,Wielki Kack
777,Gdynia,Dabrowa
778,Sopot,Dolny Sopot
779,Gdynia,Obluze
780,Gdansk,Osowa
781,Sopot,Przylesie
782,Sopot,Dolny Sopot
783,Sopot,Gorny Sopot
784,Gdansk,Orunia Gorna-Gdansk Poludnie
785,Gdansk,Suchanino
786,Sopot,Karlikowo
787,Sopot,Karlikowo
788,Gdansk,Ujescisko-Lostowice
789,Gdansk,Zaspa-Rozstaje
790,Sopot,Kamienny Potok
791,Gdansk,Jasien
792,Sopot,Karlikowo
793,Gdynia,Srodmiescie
794,Sopot,Karlikowo
795,Gdynia,Oksywie
796,Gdansk,Zaspa-Mlyniec
797,Gdansk,Przymorze Wielkie
798,Gdynia,Oksywie
799,Sopot,Karlikowo
800,Gdansk,Jasien
801,Gdansk,Olszynka
802,Gdansk,Nowy Port
803,Gdynia,Chwarzno-Wiczlino
804,Sopot,Centrum
805,Sopot,Dolny Sopot
806,Gdynia,Oksywie
807,Gdynia,Chwarzno-Wiczlino
808,Gdynia,Chwarzno-Wiczlino
809,Gdynia,Wzgorze Sw. Maksymiliana
810,Gdansk,Wyspa Sobieszewska
811,Sopot,Dolny Sopot
812,Gdynia,Orlowo
813,Gdansk,Stogi
814,Gdynia,Oksywie
815,Gdansk,Olszynka
816,Gdynia,Kamienna Gora
817,Sopot,Dolny Sopot
818,Gdansk,Nowy Port
819,Gdynia,Wielki Kack
820,Gdynia,Srodmiescie
821,Sopot,Kamienny Potok
822,Gdynia,Dabrowa
823,Sopot,Centrum
824,Gdynia,Karwiny
825,Gdansk,Zaspa-Rozstaje
826,Gdynia,Karwiny
827,Gdynia,Orlowo
828,Gdansk,Stogi
829,Gdansk,Ujescisko-Lostowice
830,Gdynia,Babie Doly
831,Gdynia,Dzialki Lesne
832,Sopot,Centrum
833,Gdynia,Karwiny
834,Gdynia,Redlowo
835,Sopot,Kamienny Potok
836,Sopot,Przylesie
837,Gdynia,Witomino
838,Sopot,Przylesie
839,Gdynia,Grabowek
840,Gdynia,Leszczynki
841,Gdansk,Jasien
842,Sopot,Brodwino
843,Sopot,Przylesie
844,Gdynia,Dabrowa
845,Gdynia,Karwiny
846,Sopot,Gorny Sopot
847,Gdynia,Obluze
848,Sopot,Przylesie
849,Gdansk,Rudniki
850,Gdansk,Olszynka
851,Gdynia,Dabrowa
852,Gdynia,Wzgorze Sw. Maksymiliana
853,Gdynia,Obluze
854,Gdynia,Karwiny
855,Gdynia,Babie Doly
856,Gdansk,Aniolki
857,Gdansk,Orunia-Sw. Wojciech-Lipce
858,Sopot,Brodwino
859,Sopot,Centrum
860,Sopot,Dolny Sopot
861,Sopot,Centrum
862,Sopot,Dolny Sopot
863,Gdynia,Leszczynki
864,Sopot,Dolny Sopot
865,Sopot,Dolny Sopot
866,Gdansk,Bretowo
867,Gdansk,Wyspa Sobieszewska
868,Sopot,Przylesie
869,Gdynia,Babie Doly
870,Sopot,Przylesie
871,Gdansk,Piecki-Migowo (Morena)
872,Gdynia,Dabrowa
873,Gdynia,Srodmiescie
874,Gdynia,Grabowek
875,Gdansk,Przymorze Male
876,Gdynia,Cisowa
877,Gdansk,Przymorze Male
878,Sopot,Centrum
879,Gdansk,Przerobka
880,Gdansk,Krakowiec-Gorki Zachodnie
881,Gdansk,Zaspa-Rozstaje
882,Gdansk,Orunia-Sw. Wojciech-Lipce
883,Gdansk,Nowy Port
884,Gdansk,Zaspa-Rozstaje
885,Sopot,Dolny Sopot
886,Sopot,Gorny Sopot
887,Gdansk,Chelm
888,Gdynia,Leszczynki
889,Gdynia,Obluze
890,Gdansk,Matarnia
891,Gdynia,Witomino
