AddressId,PostCode,StreetName,StreetNumber,Lat,Long,FK_City
183,27068,Dabrowska,68,53.9582,18.5282,183
184,16026,Jodlowa,90,54.3203,18.1571,184
185,90351,Szkolna,58,54.3796,19.7349,185
186,51875,Dworcowa,97,54.6085,18.5499,186
187,46091,Marszalkowska,82,55.0743,19.5609,187
188,83743,Dworcowa,42,54.7598,19.6688,188
189,92000,Jabloniowa,96,54.9881,19.6877,189
190,15427,Mickiewicza,49,55.2649,19.73,190
191,61615,Wesola,61,53.6848,17.7712,191
192,46939,Rynek,96,53.9573,18.2958,192
193,10672,Nowowiejska,46,53.9518,17.2887,193
194,97351,Nowowiejska,4,54.0248,17.572,194
195,51916,Gorna,11,54.22,19.1678,195
196,52322,Krucza,6,54.6585,19.5225,196
197,14475,Topolowa,73,53.7109,19.1077,197
198,83082,Morelowa,85,55.0621,18.9093,198
199,54315,Krucza,1,54.5479,19.4442,199
200,97987,Morelowa,65,54.8346,17.3949,200
201,39981,Modrzewiowa,42,54.591,17.7127,201
202,99892,Jesionowa,47,54.0858,18.1788,202
203,57190,Klonowa,63,54.7081,19.465,203
204,74258,Krucza,60,54.3656,19.3415,204
205,63265,Kasztanowa,73,55.2612,19.5951,205
206,49816,Koscielna,40,54.1702,18.0818,206
207,20235,Sloneczna,27,53.9365,19.3307,207
208,88172,Dabrowska,16,54.7523,17.1694,208
209,38171,Marszalkowska,96,55.1259,18.8426,209
210,60086,Winogronowa,20,54.0384,19.7919,210
211,17399,Lesna,35,54.5728,19.2127,211
212,93520,Zaciszna,68,53.6929,18.9763,212
213,55436,Pilsudskiego,2,54.1834,18.9967,213
214,23748,Lipowa,54,54.8346,19.3805,214
215,94671,Kasztanowa,17,54.035,18.1252,215
216,40972,Malinowa,100,54.3496,18.9868,216
217,24533,Borowa,34,55.0633,17.6745,217
218,34291,Slowackiego,10,55.0582,18.79,218
219,23721,Nowowiejska,2,53.6514,17.2836,219
220,16282,Konopnickiej,94,55.0427,19.3696,220
221,98724,Jasna,76,54.3662,18.7976,221
222,91436,Klonowa,53,54.4674,18.6262,222
223,98714,Sienkiewicza,22,54.031,17.9876,223
224,20085,Borowa,17,54.6896,19.1048,224
225,95401,Brzozowa,84,54.2756,17.894,225
226,86506,Oliwkowa,14,54.282,19.072,226
227,79975,Lesna,9,54.5847,18.344,227
228,15103,Jesionowa,70,54.9834,17.2157,228
229,71043,Bukowa,89,55.0488,18.5115,229
230,47702,Kosciuszki,53,54.0792,18.2349,230
231,92235,Jana Pawla II,18,54.324,19.3336,231
232,27701,Bukowa,9,53.6795,19.7544,232
233,24202,Jodlowa,88,53.818,17.4974,233
234,10858,Borowa,100,54.2599,18.1063,234
235,64432,Bukowa,4,54.1666,19.8298,235
236,82867,Koscielna,90,53.9558,18.675,236
237,86787,Akacjowa,76,55.1987,17.3464,237
238,84688,Krotka,75,54.8575,18.9769,238
239,71871,Targowa,90,54.5573,19.417,239
240,69225,Zielona,41,54.4043,19.0567,240
241,44342,Chopina,37,55.1112,18.5487,241
242,57668,Klonowa,46,54.3455,18.0567,242
243,91575,Jagodowa,58,53.8759,19.5422,243
244,87909,Kasztanowa,41,54.2261,18.6373,244
245,18401,Oliwkowa,43,54.9716,18.5587,245
246,12841,Jodlowa,12,53.681,19.5557,246
247,78728,Sienkiewicza,11,54.5359,18.6109,247
248,68076,Slowackiego,75,54.412,18.0339,248
249,49935,Kwiatowa,91,53.8623,17.3694,249
250,76473,Jabloniowa,39,53.8254,18.4037,250
251,53559,Kasztanowa,29,54.6403,19.592,251
252,66569,Klonowa,78,54.2915,18.8114,252
253,74563,Konopnickiej,70,54.9784,18.6515,253
254,43323,Dluga,35,54.8474,17.232,254
255,77356,Koszykowa,11,53.734,19.614,255
256,44447,Krucza,86,54.9679,17.7798,256
257,27363,Targowa,5,55.2081,18.7855,257
258,21265,Winogronowa,75,54.5574,17.6578,258
259,82073,Kwiatowa,79,53.7523,19.9053,259
260,24088,Krucza,100,54.6519,17.2219,260
261,21383,Mickiewicza,27,55.1923,17.1781,261
262,96646,Wladyslawa IV,55,54.302,19.4781,262
263,36265,Krasinskiego,26,53.704,17.8933,263
264,20293,Koszykowa,13,54.9089,19.7317,264
265,73895,Prusa,56,55.0007,19.6719,265
266,33699,Jagodowa,81,54.3901,18.942,266
267,75455,Chopina,69,54.53,17.2626,267
268,24755,Szeroka,10,54.542,19.8975,268
269,46434,Orzeszkowej,41,55.1812,19.3367,269
270,10766,Slowackiego,84,54.3493,19.7887,270
271,10709,Kwiatowa,54,54.7452,18.8313,271
272,49809,Jasna,7,54.043,19.8913,272
273,74166,Jana Pawla II,9,53.7788,17.835,273
274,27456,Dolna,9,53.866,17.9771,274
275,12713,Parkowa,84,54.7102,17.3023,275
276,37694,Sloneczna,6,53.998,18.9406,276
277,74164,Sobieskiego,66,54.0287,19.2028,277
278,24131,Sloneczna,97,54.2693,19.8566,278
279,67170,Koscielna,99,53.9262,18.7342,279
280,15906,Moniuszki,58,53.9641,17.2978,280
281,13410,Zaciszna,18,55.1736,19.1988,281
282,85074,Prusa,79,54.9213,18.1034,282
283,71460,Wyspianskiego,42,53.674,18.3316,283
284,37871,Sloneczna,86,55.0474,17.892,284
285,78837,Brzozowa,41,54.9023,17.7705,285
286,29729,Bukowa,39,54.548,19.876,286
287,31068,Oliwkowa,96,53.7905,18.5351,287
288,63734,Reymonta,51,54.3768,18.6797,288
289,93817,Brzozowa,44,55.1474,17.9198,289
290,56421,Sienkiewicza,48,54.3678,18.8103,290
291,87133,Lesna,36,53.7425,17.915,291
292,17870,Gorna,22,54.0926,18.0249,292
293,20200,Krotka,59,54.7823,18.3992,293
294,58128,Zaciszna,30,54.9766,17.8701,294
295,69846,Koszykowa,90,53.6285,18.2554,295
296,17014,Spokojna,44,53.6902,17.8598,296
297,47994,Rynek,92,54.647,17.8773,297
298,41931,Kasztanowa,82,54.2423,19.5644,298
299,38809,Jabloniowa,28,53.6507,19.3676,299
300,48827,Lakowa,23,54.5018,17.8748,300
301,51664,Pulawska,39,55.1452,19.4694,301
302,37965,Parkowa,95,54.4527,19.0869,302
303,94072,Zielona,71,54.453,17.332,303
304,65770,Krucza,59,54.6244,17.3997,304
305,41324,Nowowiejska,99,53.7929,19.1009,305
306,18300,Nowowiejska,69,54.711,19.1017,306
307,65414,Reymonta,21,54.149,19.0261,307
308,37319,Marszalkowska,41,54.2424,17.7955,308
309,44990,Zielona,50,53.6847,17.9071,309
310,19345,Krucza,52,53.7633,19.23,310
311,87517,Dabrowska,9,54.6155,17.9333,311
312,12583,Lesna,96,54.6862,17.4372,312
313,80868,Rynek,31,54.9793,18.894,313
314,85476,Modrzewiowa,64,54.0408,17.57,314
315,52691,Rynek,42,53.918,17.923,315
316,74107,Bukowa,44,55.1995,18.2756,316
317,16790,Bukowa,73,55.1357,18.2334,317
318,16823,Pilsudskiego,52,54.2082,17.8646,318
319,24384,Dworcowa,6,53.7441,19.2707,319
320,70299,Wesola,57,53.6735,17.2697,320
321,83926,Szeroka,32,54.4625,18.3981,321
322,21899,Pulawska,60,54.6801,17.4495,322
323,77655,Zielona,35,54.3673,18.7128,323
324,74825,Konopnickiej,100,54.1606,19.7214,324
325,73317,Dolna,1,54.614,17.4664,325
326,55720,Lesna,75,54.5704,18.4149,326
327,91696,Sloneczna,35,54.7079,18.301,327
328,33895,Krasinskiego,20,54.0933,18.095,328
329,72187,Lesna,63,55.2609,18.5358,329
330,83492,Mickiewicza,77,53.8913,18.0632,330
331,38532,Modrzewiowa,1,55.2345,19.3771,331
332,72995,Rynek,8,53.8334,18.4402,332
333,21134,Lesna,37,53.7852,17.8604,333
334,79132,Reymonta,4,54.0835,18.8348,334
335,95932,Sobieskiego,85,54.7781,18.1346,335
336,49509,Norwida,8,54.1585,17.3926,336
337,32342,Lesna,19,54.4933,19.8099,337
338,15361,Krasinskiego,23,54.4472,17.815,338
339,25421,Szkolna,38,55.0707,17.6844,339
340,23727,Malinowa,47,54.6751,19.9408,340
341,90877,Kwiatowa,37,54.3776,18.2681,341
342,35529,Debowa,42,55.0691,17.8378,342
343,29517,Jasna,78,54.0737,19.8554,343
344,64366,Akacjowa,95,53.8525,19.4673,344
345,89978,Jagodowa,97,54.8755,18.7389,345
346,15224,Krotka,71,54.5117,18.3898,346
347,16020,Szeroka,0,54.0398,19.6886,347
348,39963,Waska,66,53.8172,18.7755,348
349,67391,Lesna,26,54.6116,19.3504,349
350,76589,Topolowa,77,54.9837,19.0634,350
351,72388,Jesionowa,46,54.9342,17.8863,351
352,70618,Wyspianskiego,19,54.0273,17.1454,352
353,73354,Swierkowa,89,54.3618,19.5344,353
354,21205,Krucza,32,54.1867,19.133,354
355,77101,Wyspianskiego,65,54.8206,17.8185,355
356,33307,Kosciuszki,24,53.7193,17.7485,356
357,75170,Kwiatowa,40,54.9887,17.8393,357
358,83230,Borowa,72,54.8793,17.3039,358
359,88665,Klonowa,49,54.1521,19.3977,359
360,59947,Kwiatowa,51,54.3913,17.5222,360
361,74366,Jasna,12,54.0236,19.5392,361
362,93853,Lesna,20,55.2476,19.0498,362
363,31584,Szeroka,8,54.3229,19.3519,363
364,30900,Marszalkowska,28,54.5729,18.0124,364
365,79423,Wesola,50,54.8881,17.953,365
366,74632,Sloneczna,99,54.411,19.3388,366
367,65269,Brzozowa,8,55.1782,19.3466,367
368,22323,Jana Pawla II,25,53.6916,17.8796,368
369,39904,Jesionowa,100,54.1148,18.0348,369
370,47823,Krasinskiego,76,55.19,18.8952,370
371,35574,Dworcowa,99,54.583,18.9722,371
372,25782,Jodlowa,28,54.135,17.846,372
373,45936,Kwiatowa,91,54.1768,18.5502,373
374,69952,Zeromskiego,79,54.4559,18.7231,374
375,46631,Zeromskiego,1,55.0003,17.6825,375
376,59354,Rynek,1,54.721,18.382,376
377,49961,Swierkowa,86,53.85,18.8681,377
378,51066,Akacjowa,49,53.667,18.5638,378
379,89218,Malinowa,69,55.1583,18.5309,379
380,45101,Sosnowa,92,54.1659,17.4686,380
381,73389,Kasztanowa,56,54.8785,18.0895,381
382,71430,Wyspianskiego,79,53.7111,17.6586,382
383,90397,Lipowa,64,54.5864,18.6358,383
384,53273,Szkolna,70,54.679,18.361,384
385,59130,Brzozowa,86,53.8409,17.4994,385
386,69321,Norwida,72,55.0155,18.7844,386
387,94259,Krucza,38,55.0534,19.5621,387
388,94500,Jana Pawla II,0,54.9894,19.4086,388
389,91842,Jesionowa,87,54.3365,18.7467,389
390,97543,Dabrowska,7,54.5695,17.4791,390
391,11014,Morelowa,35,54.0182,17.2114,391
392,36175,Krucza,19,53.815,17.8496,392
393,25970,Cicha,53,54.0495,19.5627,393
394,92500,Norwida,46,54.0278,18.4801,394
395,38910,Swierkowa,14,54.3618,18.3731,395
396,63370,Parkowa,67,55.1251,18.274,396
397,30913,Debowa,93,54.533,19.4904,397
398,57690,Klonowa,85,54.2153,19.4081,398
399,81727,Waska,96,54.2982,19.3414,399
400,49757,Dolna,42,53.6272,17.6989,400
401,73965,Krotka,93,53.9253,17.5862,401
402,64238,Witosa,59,54.1133,17.6357,402
403,68537,Brzozowa,59,54.7936,18.4951,403
404,13559,Akacjowa,97,53.793,18.584,404
405,56429,Topolowa,71,53.6164,17.5491,405
406,54669,Winogronowa,57,53.9075,18.4538,406
407,37325,Sienkiewicza,64,55.1478,18.6401,407
408,56101,Wyspianskiego,44,53.8049,19.5242,408
409,67093,Krotka,1,54.9489,18.0311,409
410,50099,Zeromskiego,69,54.8196,18.3508,410
411,15206,Lesna,17,54.7533,18.8833,411
412,81540,Norwida,80,55.0356,18.3768,412
413,17237,Szkolna,68,54.8383,18.4924,413
414,54749,Szkolna,98,54.1591,18.2386,414
415,70551,Zielona,69,53.9853,19.0699,415
416,31126,Koszykowa,80,54.2069,17.7322,416
417,40387,Koscielna,75,54.2943,19.0019,417
418,23412,Pulawska,43,55.1722,17.3408,418
419,98231,Lesna,46,54.3531,19.8814,419
420,76144,Spokojna,72,53.8484,18.0567,420
421,76813,Wladyslawa IV,85,55.0585,18.8108,421
422,83646,Topolowa,26,54.4548,18.3171,422
423,91605,Sobieskiego,60,53.9787,17.6418,423
424,50784,Dabrowska,14,53.7086,19.0975,424
425,74107,Dworcowa,84,54.2339,18.4765,425
426,99255,Parkowa,94,54.2553,17.5203,426
427,24611,Wesola,16,54.9056,17.4134,427
428,89300,Bukowa,58,53.6454,17.4784,428
429,84429,Konopnickiej,22,54.7534,17.3811,429
430,74245,Cicha,46,54.531,18.4157,430
431,64613,Pulawska,93,55.0936,19.1881,431
432,77914,Debowa,99,54.0896,19.9039,432
433,90928,Koszykowa,66,54.0748,19.9657,433
434,30150,Sloneczna,87,54.4286,19.3168,434
435,17940,Slowackiego,22,53.837,18.686,435
436,72033,Koszykowa,8,54.7097,18.2421,436
437,47097,Lesna,42,54.8532,18.7307,437
438,19711,Witosa,99,53.8181,18.3631,438
439,16040,Dworcowa,51,54.6727,19.5456,439
440,60292,Wesola,15,53.9696,19.3942,440
441,38931,Jagodowa,23,54.5274,17.2396,441
442,14395,Pulawska,45,54.0467,19.7499,442
443,40568,Krotka,5,54.9475,18.6288,443
444,34686,Borowa,28,54.8322,17.3377,444
445,75262,Brzozowa,63,55.2204,18.1449,445
446,47669,Prusa,29,54.6843,18.769,446
447,80564,Targowa,13,54.8952,19.4795,447
448,62159,Krasinskiego,18,53.845,17.3232,448
449,34820,Dolna,35,54.1646,18.3726,449
450,89349,Kosciuszki,70,55.2628,19.8359,450
451,89077,Mickiewicza,78,53.774,18.8275,451
452,55635,Witosa,4,54.1912,17.223,452
453,51091,Polna,24,54.5765,17.7899,453
454,29945,Jabloniowa,22,54.6038,18.8795,454
455,87380,Pulawska,80,54.8132,19.5283,455
456,39720,Sienkiewicza,32,54.9349,17.7053,456
457,11024,Wladyslawa IV,85,53.9085,18.5928,457
458,87496,Bukowa,0,54.1861,17.2813,458
459,75023,Slowackiego,48,53.6311,19.4959,459
460,14101,Cicha,39,54.4926,18.3005,460
461,23060,Jabloniowa,56,53.8991,18.2918,461
462,22486,Jagiellonska,35,53.962,17.9716,462
463,11321,Krotka,10,53.6893,19.2695,463
464,28470,Klonowa,87,54.6437,17.4703,464
465,96327,Targowa,85,54.53,17.1923,465
466,37714,Sobieskiego,63,55.226,18.6708,466
467,74781,Debowa,80,55.0486,18.3817,467
468,51517,Bukowa,72,54.1548,17.8359,468
469,86154,Sienkiewicza,96,54.5085,17.7892,469
470,27823,Jesionowa,47,53.9563,19.6428,470
471,94234,Szkolna,39,53.9069,19.7531,471
472,38006,Koszykowa,44,55.0133,18.7357,472
473,21752,Sienkiewicza,11,55.2049,17.5828,473
474,20900,Jagodowa,83,54.8755,18.507,474
475,42870,Moniuszki,77,53.9977,17.4827,475
476,60140,Oliwkowa,41,55.0793,18.7804,476
477,84337,Jabloniowa,47,53.7032,19.2737,477
478,60829,Lesna,96,54.0559,18.9932,478
479,61779,Parkowa,7,53.954,18.6311,479
480,17339,Zeromskiego,23,54.5802,17.9461,480
481,67516,Malinowa,90,54.7494,17.6411,481
482,56050,Norwida,76,53.8837,18.9727,482
483,65234,Zaciszna,2,54.8769,17.6099,483
484,13981,Marszalkowska,97,53.9845,19.9517,484
485,38821,Marszalkowska,95,55.2415,17.5093,485
486,46766,Dworcowa,34,55.1816,17.4547,486
487,93027,Debowa,7,55.2672,19.2761,487
488,14721,Pulawska,95,53.6562,19.1002,488
489,34519,Moniuszki,100,54.3352,19.6345,489
490,71668,Mickiewicza,20,54.1969,19.0192,490
491,32282,Pulawska,1,55.1688,17.8645,491
492,77956,Reymonta,93,54.6359,18.1592,492
493,91867,Wladyslawa IV,63,54.114,18.705,493
494,97566,Jodlowa,97,54.0184,17.5925,494
495,19797,Jasna,30,55.0713,18.8735,495
496,70729,Zeromskiego,74,53.9238,17.9964,496
497,34240,Szkolna,56,53.7993,18.8992,497
498,97189,Szkolna,75,54.029,19.5708,498
499,33214,Jagiellonska,50,54.6051,17.6608,499
500,29236,Lesna,1,54.2353,19.455,500
501,65791,Lesna,67,55.2126,18.7679,501
502,14707,Zeromskiego,63,54.6616,17.4125,502
503,67846,Dworcowa,40,54.1637,18.7269,503
504,22237,Malinowa,76,54.4431,18.5991,504
505,70990,Mickiewicza,67,53.7888,18.4981,505
506,78148,Szkolna,95,53.6835,17.6922,506
507,65940,Topolowa,34,54.0662,19.1013,507
508,34618,Cicha,68,54.2781,19.8825,508
509,24421,Sloneczna,75,54.7032,18.0902,509
510,34150,Waska,70,55.0081,17.686,510
511,38491,Krotka,17,54.9248,17.576,511
512,12939,Topolowa,74,54.6979,19.7883,512
513,77234,Norwida,6,55.2385,18.7597,513
514,85326,Szkolna,94,54.4066,19.3652,514
515,35357,Orzeszkowej,77,54.4228,17.1681,515
516,23665,Jesionowa,8,54.4604,18.5479,516
517,37677,Targowa,87,54.4609,19.6352,517
518,62668,Winogronowa,7,54.5481,18.0636,518
519,39643,Moniuszki,22,54.5797,18.6884,519
520,90545,Jesionowa,25,54.6264,18.2758,520
521,93418,Jagiellonska,25,53.9116,19.1979,521
522,56575,Pilsudskiego,35,53.6523,18.0826,522
523,31685,Krucza,86,55.0538,19.2299,523
524,51451,Kwiatowa,10,54.5908,17.9013,524
525,47831,Jana Pawla II,80,54.8671,17.3179,525
526,81852,Debowa,49,54.3757,18.6566,526
527,59078,Dolna,41,54.6748,19.601,527
528,40121,Szeroka,28,53.7045,17.9009,528
529,71172,Krucza,5,54.8126,19.4016,529
530,44004,Lesna,13,53.7411,18.7336,530
531,50761,Lakowa,39,54.1621,18.4149,531
532,70826,Wyspianskiego,35,54.3565,17.6155,532
533,54104,Witosa,57,53.7031,18.5703,533
534,47782,Marszalkowska,45,54.9453,19.0512,534
535,80511,Malinowa,79,54.3265,18.9905,535
536,85891,Zaciszna,82,54.9703,18.6848,536
537,42477,Konopnickiej,98,54.5449,17.6054,537
538,38099,Zaciszna,76,53.743,19.1918,538
539,24838,Jabloniowa,41,55.2558,18.4293,539
540,84656,Reymonta,66,54.4158,18.2247,540
541,95847,Spokojna,14,54.8968,17.415,541
542,25227,Moniuszki,77,54.0959,17.5311,542
543,51572,Moniuszki,34,54.4167,19.7158,543
544,74825,Akacjowa,54,55.2696,17.3947,544
545,70450,Sienkiewicza,21,54.3725,19.8254,545
546,99640,Krotka,60,54.2671,17.5505,546
547,73245,Wyspianskiego,10,53.7583,18.0726,547
548,90675,Jagodowa,100,54.4837,19.2364,548
